日期,开盘,收盘,最高,最低,成交量,成交额,振幅,涨跌幅,涨跌额,换手率,股票代码
2020-01-02,145.15,146.99,147.1,144.7,22634546,3615509840.0,1.67,2.03,2.92,0.3,105.MSFT
2020-01-03,144.69,144.99,146.31,144.43,21121681,3362709040.0,1.28,-1.36,-2.0,0.28,105.MSFT
2020-01-06,143.45,145.4,145.47,142.88,20826702,3299661296.0,1.79,0.28,0.41,0.27,105.MSFT
2020-01-07,145.69,143.95,146.04,143.69,21881740,3464529680.0,1.62,-1.0,-1.45,0.29,105.MSFT
2020-01-08,145.3,146.46,147.17,144.32,27762026,4432835072.0,1.98,1.74,2.51,0.36,105.MSFT
2020-01-09,148.21,148.46,148.59,147.4,21399951,3462384848.0,0.81,1.37,2.0,0.28,105.MSFT
2020-01-10,149.19,147.71,149.59,147.55,20733946,3361461520.0,1.37,-0.51,-0.75,0.27,105.MSFT
2020-01-13,148.13,149.65,149.68,147.63,21637007,3515478752.0,1.39,1.31,1.94,0.28,105.MSFT
2020-01-14,149.76,148.5,149.97,148.09,23500783,3824040352.0,1.26,-0.77,-1.15,0.31,105.MSFT
2020-01-15,148.99,149.55,150.31,148.94,21417871,3498700320.0,0.92,0.71,1.05,0.28,105.MSFT
2020-01-16,150.72,152.54,152.61,150.4,23865360,3945425200.0,1.48,2.0,2.99,0.31,105.MSFT
2020-01-17,153.79,153.47,153.84,151.8,34371659,5727103232.0,1.34,0.61,0.93,0.45,105.MSFT
2020-01-21,153.05,152.87,154.56,152.8,29517191,4929743360.0,1.15,-0.39,-0.6,0.39,105.MSFT
2020-01-22,153.77,152.07,153.86,152.05,24138777,4016168192.0,1.18,-0.52,-0.8,0.32,105.MSFT
2020-01-23,152.56,153.09,153.17,151.64,19680766,3273298304.0,1.01,0.67,1.02,0.26,105.MSFT
2020-01-24,153.88,151.41,153.9,150.82,24918117,4132997248.0,2.01,-1.1,-1.68,0.33,105.MSFT
2020-01-27,147.52,148.65,149.75,146.57,32078067,5206715136.0,2.1,-1.82,-2.76,0.42,105.MSFT
2020-01-28,150.15,151.83,152.13,149.44,24899940,4109672400.0,1.81,2.14,3.18,0.33,105.MSFT
2020-01-29,154.21,154.41,155.12,152.06,35127771,5888123392.0,2.02,1.7,2.58,0.46,105.MSFT
2020-01-30,160.42,159.15,160.42,157.16,51597470,8897376256.0,2.11,3.07,4.74,0.68,105.MSFT
2020-01-31,158.58,156.6,158.77,155.95,36142690,6167026944.0,1.77,-1.6,-2.55,0.48,105.MSFT
2020-02-03,156.8,160.75,160.87,156.77,30149052,5222750720.0,2.62,2.65,4.15,0.4,105.MSFT
2020-02-04,163.51,166.49,167.01,162.68,36433339,6528765184.0,2.69,3.57,5.74,0.48,105.MSFT
2020-02-05,170.4,166.27,170.57,164.78,39186324,7069952512.0,3.48,-0.13,-0.22,0.52,105.MSFT
2020-02-06,167.34,170.0,170.19,166.43,27751381,5067014912.0,2.26,2.24,3.73,0.36,105.MSFT
2020-02-07,169.22,170.26,172.0,168.85,33529074,6177260032.0,1.85,0.15,0.26,0.44,105.MSFT
2020-02-10,169.95,175.07,175.21,169.62,35844267,6694506240.0,3.28,2.83,4.81,0.47,105.MSFT
2020-02-11,177.02,170.81,177.07,169.87,53159906,9930318080.0,4.11,-2.43,-4.26,0.7,105.MSFT
2020-02-12,171.95,171.08,172.22,168.22,47062921,8653249792.0,2.34,0.16,0.27,0.62,105.MSFT
2020-02-13,169.45,170.08,172.6,169.24,35295834,6509234432.0,1.96,-0.58,-1.0,0.46,105.MSFT
2020-02-14,169.62,171.72,171.78,169.02,23149516,4269142128.0,1.62,0.96,1.64,0.3,105.MSFT
2020-02-18,171.98,173.6,174.07,171.87,27853113,5203528704.0,1.28,1.09,1.88,0.37,105.MSFT
2020-02-19,174.94,174.16,175.06,173.35,29997471,5618678784.0,0.99,0.32,0.56,0.39,105.MSFT
2020-02-20,173.83,171.3,174.13,167.98,36862376,6791832576.0,3.53,-1.64,-2.86,0.48,105.MSFT
2020-02-21,170.05,165.47,170.38,164.13,48600385,8725559296.0,3.65,-3.4,-5.83,0.64,105.MSFT
2020-02-24,154.65,157.77,161.43,150.11,68311066,11716108288.0,6.84,-4.65,-7.7,0.9,105.MSFT
2020-02-25,161.08,154.95,161.72,154.53,68073295,11602793728.0,4.56,-1.79,-2.82,0.89,105.MSFT
2020-02-26,156.59,157.05,160.14,155.09,56387148,9630761216.0,3.26,1.36,2.1,0.74,105.MSFT
2020-02-27,150.2,145.06,153.91,144.86,93174906,15200486912.0,5.76,-7.63,-11.99,1.23,105.MSFT
2020-02-28,139.29,148.89,150.59,138.88,97073557,15382314240.0,8.07,2.64,3.83,1.28,105.MSFT
2020-03-02,152.19,159.67,159.8,149.19,71030810,11907012096.0,7.13,7.24,10.78,0.93,105.MSFT
2020-03-03,160.68,151.39,161.88,149.14,71677019,12019860480.0,7.98,-5.19,-8.28,0.94,105.MSFT
2020-03-04,155.37,157.43,157.58,152.5,49814383,8387847168.0,3.36,3.99,6.04,0.65,105.MSFT
2020-03-05,152.93,153.15,157.75,152.57,47817251,7999687168.0,3.29,-2.72,-4.28,0.63,105.MSFT
2020-03-06,149.49,148.45,149.99,142.88,72821057,11658319616.0,4.64,-3.07,-4.7,0.96,105.MSFT
2020-03-09,137.88,137.5,144.63,136.88,70419274,10819064576.0,5.22,-7.38,-10.95,0.93,105.MSFT
2020-03-10,145.04,147.8,147.91,139.46,65354385,10275857408.0,6.15,7.49,10.3,0.86,105.MSFT
2020-03-11,144.01,140.51,144.58,138.03,56504304,8719384576.0,4.43,-4.93,-7.29,0.74,105.MSFT
2020-03-12,132.18,125.94,140.35,125.46,93226366,13398196224.0,10.6,-10.37,-14.57,1.23,105.MSFT
2020-03-13,134.38,145.71,148.79,127.61,92727446,13744060416.0,16.82,15.7,19.77,1.22,105.MSFT
2020-03-16,126.88,122.3,136.23,121.88,87905868,12432651008.0,9.85,-16.07,-23.41,1.16,105.MSFT
2020-03-17,126.88,133.45,134.38,121.88,81059817,11609685760.0,10.22,9.12,11.15,1.07,105.MSFT
2020-03-18,124.63,127.28,132.88,121.9,81593173,11420075008.0,8.23,-4.62,-6.17,1.07,105.MSFT
2020-03-19,129.65,129.59,137.03,125.88,85922661,12456036864.0,8.76,1.81,2.31,1.13,105.MSFT
2020-03-20,132.88,124.23,133.98,122.74,84866215,12060584448.0,8.67,-4.14,-5.36,1.12,105.MSFT
2020-03-23,123.89,122.86,127.45,119.4,78975176,10769181696.0,6.48,-1.1,-1.37,1.04,105.MSFT
2020-03-24,130.63,135.22,136.48,128.15,82516727,12041020160.0,6.78,10.06,12.36,1.08,105.MSFT
2020-03-25,135.79,133.8,141.21,131.32,75638224,11301637376.0,7.31,-1.05,-1.42,0.99,105.MSFT
2020-03-26,135.28,142.99,143.54,135.25,64694427,9933875456.0,6.2,6.87,9.19,0.85,105.MSFT
2020-03-27,138.63,136.58,141.77,136.08,57042291,8639406848.0,3.98,-4.48,-6.41,0.75,105.MSFT
2020-03-30,139.32,147.11,147.48,136.89,63420326,10047028736.0,7.75,7.71,10.53,0.83,105.MSFT
2020-03-31,146.28,144.59,151.66,143.44,77927186,12476504320.0,5.59,-1.71,-2.52,1.02,105.MSFT
2020-04-01,139.88,138.99,144.63,137.7,57969926,8914300928.0,4.79,-3.87,-5.6,0.76,105.MSFT
2020-04-02,138.74,142.14,142.36,137.24,49630735,7612957696.0,3.68,2.27,3.15,0.65,105.MSFT
2020-04-03,141.98,140.71,144.26,139.07,41243284,6369669888.0,3.65,-1.01,-1.43,0.54,105.MSFT
2020-04-06,147.2,152.15,153.38,144.46,67111697,10894972160.0,6.34,8.13,11.44,0.88,105.MSFT
2020-04-07,156.47,150.37,156.88,150.14,62769038,10422351872.0,4.43,-1.17,-1.78,0.83,105.MSFT
2020-04-08,152.55,152.01,153.55,150.38,48318234,7973563904.0,2.11,1.09,1.64,0.64,105.MSFT
2020-04-09,153.24,152.02,154.25,150.21,51431775,8483469312.0,2.66,0.01,0.01,0.68,105.MSFT
2020-04-13,151.23,152.39,152.45,149.18,41905264,6862035712.0,2.15,0.24,0.37,0.55,105.MSFT
2020-04-14,155.88,160.58,160.63,154.88,52874338,9086462976.0,3.77,5.37,8.19,0.7,105.MSFT
2020-04-15,158.08,158.76,160.45,156.12,40940833,7036329216.0,2.7,-1.13,-1.82,0.54,105.MSFT
2020-04-16,161.18,163.92,164.16,159.78,50479610,8848652800.0,2.76,3.25,5.16,0.66,105.MSFT
2020-04-17,166.38,165.48,166.88,162.75,52765625,9386313984.0,2.52,0.95,1.56,0.69,105.MSFT
2020-04-20,163.51,161.94,165.63,161.87,36669595,6486247424.0,2.27,-2.14,-3.54,0.48,105.MSFT
2020-04-21,160.38,154.7,160.55,152.99,56203749,9502698496.0,4.67,-4.47,-7.24,0.74,105.MSFT
2020-04-22,158.27,160.4,160.88,157.7,34651604,5980013824.0,2.06,3.68,5.7,0.46,105.MSFT
2020-04-23,160.99,158.3,161.94,157.79,32790804,5673158656.0,2.59,-1.31,-2.1,0.43,105.MSFT
2020-04-24,158.94,161.43,161.44,157.59,34305320,5931612928.0,2.43,1.98,3.13,0.45,105.MSFT
2020-04-27,163.47,160.93,163.78,160.18,33194384,5802101504.0,2.23,-0.31,-0.5,0.44,105.MSFT
2020-04-28,162.47,156.69,162.55,156.27,34392694,5902557952.0,3.9,-2.63,-4.24,0.45,105.MSFT
2020-04-29,160.1,164.31,164.56,158.76,51286559,9006932736.0,3.7,4.86,7.62,0.68,105.MSFT
2020-04-30,166.88,166.09,167.28,163.11,53875857,9623310080.0,2.54,1.08,1.78,0.71,105.MSFT
2020-05-01,162.68,161.45,165.52,160.89,39370474,6923613696.0,2.79,-2.79,-4.64,0.52,105.MSFT
2020-05-04,161.37,165.72,165.88,160.68,30372862,5385378816.0,3.22,2.64,4.27,0.4,105.MSFT
2020-05-05,167.5,167.64,170.53,166.78,36839168,6695931904.0,2.26,1.16,1.92,0.49,105.MSFT
2020-05-06,168.96,169.42,171.08,168.51,32139299,5886161152.0,1.53,1.06,1.78,0.42,105.MSFT
2020-05-07,171.05,170.48,171.43,169.46,28315992,5199989760.0,1.16,0.63,1.06,0.37,105.MSFT
2020-05-08,171.86,171.56,171.88,170.24,30912638,5697716480.0,0.96,0.63,1.08,0.41,105.MSFT
2020-05-11,170.03,173.62,174.39,169.73,30892660,5741878016.0,2.72,1.2,2.06,0.41,105.MSFT
2020-05-12,173.68,169.39,173.92,169.18,32038199,5923916032.0,2.73,-2.44,-4.23,0.42,105.MSFT
2020-05-13,169.43,166.63,170.93,163.42,44711488,8045195520.0,4.43,-1.63,-2.76,0.59,105.MSFT
2020-05-14,164.42,167.41,167.57,162.56,41873911,7455524608.0,3.01,0.47,0.78,0.55,105.MSFT
2020-05-15,165.94,170.04,173.94,163.88,46610382,8427192576.0,6.01,1.57,2.63,0.61,105.MSFT
2020-05-18,172.63,171.79,173.08,170.84,35306620,6537824256.0,1.32,1.03,1.75,0.47,105.MSFT
2020-05-19,171.91,170.51,173.48,170.37,26799116,4965830400.0,1.81,-0.75,-1.28,0.35,105.MSFT
2020-05-20,172.2,173.05,173.24,171.33,31261334,5783035648.0,1.12,1.49,2.54,0.41,105.MSFT
2020-05-21,172.79,170.82,174.06,170.68,29119513,5375591936.0,1.95,-1.29,-2.23,0.38,105.MSFT
2020-05-22,170.58,170.9,171.85,169.93,20826898,3819255120.0,1.12,0.05,0.08,0.27,105.MSFT
2020-05-26,173.73,168.96,173.89,168.49,36073609,6600526592.0,3.16,-1.14,-1.94,0.48,105.MSFT
2020-05-27,167.59,169.2,169.38,163.99,39517146,7086992384.0,3.19,0.14,0.24,0.52,105.MSFT
2020-05-28,168.13,168.79,171.54,167.77,33831824,6163506688.0,2.23,-0.24,-0.41,0.45,105.MSFT
2020-05-29,170.12,170.64,171.66,167.8,42146720,7697981952.0,2.29,1.1,1.85,0.56,105.MSFT
2020-06-01,169.93,170.22,170.39,168.85,22668821,4134515584.0,0.9,-0.25,-0.42,0.3,105.MSFT
2020-06-02,171.64,172.3,172.39,168.74,30794585,5645347072.0,2.14,1.22,2.08,0.41,105.MSFT
2020-06-03,172.21,172.75,173.33,170.97,27311016,5043433216.0,1.37,0.26,0.45,0.36,105.MSFT
2020-06-04,171.69,170.31,173.23,169.69,28761809,5283422720.0,2.05,-1.41,-2.44,0.38,105.MSFT
2020-06-05,170.01,174.59,175.12,169.4,39893643,7417338624.0,3.36,2.51,4.28,0.53,105.MSFT
2020-06-08,173.33,175.75,175.94,171.83,33211590,6200207616.0,2.35,0.66,1.16,0.44,105.MSFT
2020-06-09,175.39,177.19,178.09,174.65,29783916,5638583040.0,1.96,0.82,1.44,0.39,105.MSFT
2020-06-10,178.52,184.23,185.91,178.4,43872329,8569634560.0,4.24,3.97,7.04,0.58,105.MSFT
2020-06-11,180.52,173.66,183.15,173.46,52854672,10050707200.0,5.26,-5.74,-10.57,0.7,105.MSFT
2020-06-12,177.93,175.13,179.11,172.57,43373587,8170754304.0,3.77,0.85,1.47,0.57,105.MSFT
2020-06-15,171.97,176.33,178.21,171.4,32770189,6164577536.0,3.89,0.69,1.2,0.43,105.MSFT
2020-06-16,180.28,180.96,182.97,178.85,42556656,8234386944.0,2.34,2.63,4.63,0.56,105.MSFT
2020-06-17,182.42,181.63,183.71,181.08,25687822,5009051904.0,1.45,0.37,0.67,0.34,105.MSFT
2020-06-18,181.39,183.71,183.88,181.39,23061648,4510485760.0,1.37,1.15,2.08,0.3,105.MSFT
2020-06-19,185.98,182.54,186.68,181.76,44441141,8752816384.0,2.68,-0.64,-1.17,0.59,105.MSFT
2020-06-22,183.18,187.96,188.15,182.62,32818929,6529643008.0,3.03,2.97,5.42,0.43,105.MSFT
2020-06-23,189.48,189.3,191.34,188.82,30917447,6263661312.0,1.34,0.71,1.34,0.41,105.MSFT
2020-06-24,188.99,185.23,190.64,183.95,36740647,7299782912.0,3.53,-2.15,-4.07,0.48,105.MSFT
2020-06-25,185.19,187.73,188.0,182.86,27803933,5516775680.0,2.77,1.35,2.5,0.37,105.MSFT
2020-06-26,187.12,183.72,187.28,182.27,54675780,10768193536.0,2.67,-2.14,-4.01,0.72,105.MSFT
2020-06-29,183.17,185.83,185.92,180.94,26701586,5256111616.0,2.71,1.15,2.11,0.35,105.MSFT
2020-06-30,185.27,190.9,191.79,185.13,34310283,6931273984.0,3.58,2.73,5.07,0.45,105.MSFT
2020-07-01,190.53,192.09,193.74,189.16,32061206,6559262464.0,2.4,0.62,1.19,0.42,105.MSFT
2020-07-02,193.07,193.65,195.41,192.39,29315762,6067747584.0,1.57,0.81,1.56,0.39,105.MSFT
2020-07-06,196.22,198.09,198.52,195.48,31897629,6702292224.0,1.57,2.29,4.44,0.42,105.MSFT
2020-07-07,197.84,195.64,202.06,195.38,33600732,7101735168.0,3.37,-1.24,-2.45,0.44,105.MSFT
2020-07-08,197.46,200.22,200.65,196.08,33600025,7106110720.0,2.34,2.34,4.58,0.44,105.MSFT
2020-07-09,203.72,201.71,203.77,198.86,33121681,7086841088.0,2.45,0.74,1.49,0.44,105.MSFT
2020-07-10,201.01,201.06,201.47,198.47,26177633,5572548864.0,1.49,-0.32,-0.65,0.35,105.MSFT
2020-07-13,201.87,194.46,203.19,193.89,38135606,8086672384.0,4.63,-3.28,-6.6,0.5,105.MSFT
2020-07-14,193.52,195.74,196.24,189.42,37591820,7749564672.0,3.51,0.66,1.28,0.5,105.MSFT
2020-07-15,196.95,195.43,198.72,192.42,32179409,6697128192.0,3.22,-0.16,-0.31,0.43,105.MSFT
2020-07-16,192.79,191.31,193.09,189.7,29940653,6106291712.0,1.73,-2.11,-4.12,0.4,105.MSFT
2020-07-17,191.86,190.27,192.43,188.78,31635281,6417228288.0,1.91,-0.54,-1.04,0.42,105.MSFT
2020-07-20,192.39,198.99,199.69,190.4,36884836,7694820864.0,4.88,4.58,8.72,0.49,105.MSFT
2020-07-21,201.05,196.14,201.33,195.42,38105777,8015864832.0,2.97,-1.43,-2.85,0.5,105.MSFT
2020-07-22,196.59,199.14,199.69,195.78,49605692,10448594432.0,1.99,1.53,3.0,0.66,105.MSFT
2020-07-23,194.58,189.93,198.31,189.54,67457035,13876071424.0,4.4,-4.62,-9.21,0.89,105.MSFT
2020-07-24,187.81,188.69,190.25,184.9,39826989,8003638272.0,2.82,-0.65,-1.24,0.53,105.MSFT
2020-07-27,188.86,191.24,191.36,188.25,30160867,6112444160.0,1.65,1.35,2.55,0.4,105.MSFT
2020-07-28,191.0,189.41,192.09,189.13,23251388,4721758976.0,1.55,-0.96,-1.83,0.31,105.MSFT
2020-07-29,189.89,191.45,192.04,189.4,19632602,4000176128.0,1.39,1.08,2.04,0.26,105.MSFT
2020-07-30,188.39,191.29,191.85,186.96,25079596,5071592448.0,2.55,-0.08,-0.16,0.33,105.MSFT
2020-07-31,191.79,192.4,192.49,186.4,51247969,10365927680.0,3.18,0.58,1.11,0.68,105.MSFT
2020-08-03,198.91,203.93,205.03,197.83,78983009,16948273152.0,3.74,5.99,11.53,1.04,105.MSFT
2020-08-04,201.56,200.68,202.16,197.7,49280056,10467914496.0,2.19,-1.59,-3.25,0.65,105.MSFT
2020-08-05,202.29,200.33,202.39,198.96,28858621,6150111488.0,1.71,-0.17,-0.35,0.38,105.MSFT
2020-08-06,199.73,203.74,203.76,198.94,32656843,6999521536.0,2.41,1.7,3.41,0.43,105.MSFT
2020-08-07,202.24,199.87,203.09,198.32,27820421,5926878208.0,2.34,-1.9,-3.87,0.37,105.MSFT
2020-08-10,199.06,195.64,199.27,193.74,36716462,7639736320.0,2.77,-2.12,-4.23,0.49,105.MSFT
2020-08-11,194.55,190.77,195.04,190.53,36446459,7477385472.0,2.31,-2.49,-4.87,0.48,105.MSFT
2020-08-12,192.68,196.58,197.67,192.14,28041364,5850753024.0,2.9,3.05,5.81,0.37,105.MSFT
2020-08-13,196.83,196.09,198.74,195.54,22588870,4738935808.0,1.63,-0.25,-0.49,0.3,105.MSFT
2020-08-14,196.15,196.29,196.98,194.9,17958936,3745338192.0,1.06,0.1,0.2,0.24,105.MSFT
2020-08-17,196.99,197.67,198.58,196.31,20184757,4241194928.0,1.16,0.7,1.38,0.27,105.MSFT
2020-08-18,197.92,198.88,199.75,196.6,21336167,4502241280.0,1.59,0.61,1.21,0.28,105.MSFT
2020-08-19,199.39,197.6,200.0,197.15,27627561,5817234944.0,1.43,-0.64,-1.28,0.37,105.MSFT
2020-08-20,197.44,202.48,202.9,196.81,26981478,5747122944.0,3.08,2.47,4.88,0.36,105.MSFT
2020-08-21,201.76,200.92,204.15,200.75,36249319,7757532928.0,1.68,-0.77,-1.56,0.48,105.MSFT
2020-08-24,202.69,201.59,203.42,200.33,25460147,5442709504.0,1.54,0.33,0.67,0.34,105.MSFT
2020-08-25,201.0,204.37,204.51,201.0,23043696,4965776640.0,1.74,1.38,2.78,0.3,105.MSFT
2020-08-26,205.78,209.05,209.99,205.26,39600828,8718253568.0,2.31,2.29,4.68,0.52,105.MSFT
2020-08-27,210.79,214.48,219.05,207.3,57602195,13093237248.0,5.62,2.6,5.43,0.76,105.MSFT
2020-08-28,216.08,216.81,218.54,214.48,26292896,6014434816.0,1.89,1.09,2.33,0.35,105.MSFT
2020-08-31,214.9,213.43,216.6,212.21,28774156,6506369792.0,2.02,-1.56,-3.38,0.38,105.MSFT
2020-09-01,213.41,215.17,215.35,212.33,25791235,5833597952.0,1.41,0.82,1.74,0.34,105.MSFT
2020-09-02,215.87,219.55,220.76,215.25,34080839,7865669120.0,2.56,2.04,4.38,0.45,105.MSFT
2020-09-03,217.17,205.2,217.21,202.86,58400288,12825696256.0,6.54,-6.54,-14.35,0.77,105.MSFT
2020-09-04,203.0,202.15,206.26,193.09,59664072,12668191232.0,6.42,-1.49,-3.05,0.79,105.MSFT
2020-09-08,194.4,190.56,197.93,190.1,52924330,10880513536.0,3.87,-5.73,-11.59,0.7,105.MSFT
2020-09-09,195.5,199.19,202.74,194.6,45678986,9650444032.0,4.27,4.53,8.63,0.6,105.MSFT
2020-09-10,201.3,193.27,202.64,192.01,35461514,7399709696.0,5.34,-2.97,-5.92,0.47,105.MSFT
2020-09-11,195.1,191.93,196.53,189.14,33620073,6878354944.0,3.82,-0.69,-1.34,0.44,105.MSFT
2020-09-14,192.14,193.31,197.1,191.93,30375768,6272936960.0,2.69,0.72,1.38,0.4,105.MSFT
2020-09-15,196.32,196.68,197.68,194.83,21823942,4550386944.0,1.47,1.74,3.37,0.29,105.MSFT
2020-09-16,198.52,192.95,198.55,192.54,26372464,5460434944.0,3.06,-1.9,-3.73,0.35,105.MSFT
2020-09-17,187.95,190.81,192.23,187.86,34011257,6872829184.0,2.26,-1.11,-2.14,0.45,105.MSFT
2020-09-18,190.7,188.29,191.55,184.15,55225326,11068002048.0,3.88,-1.32,-2.52,0.73,105.MSFT
2020-09-21,185.09,190.44,190.61,184.28,39839657,7948338432.0,3.36,1.14,2.15,0.53,105.MSFT
2020-09-22,192.96,195.32,196.0,189.98,33517065,6885032960.0,3.16,2.56,4.88,0.44,105.MSFT
2020-09-23,195.8,188.49,196.0,187.93,30803780,6253500672.0,4.13,-3.5,-6.83,0.41,105.MSFT
2020-09-24,187.75,191.09,193.47,187.1,31202493,6345210624.0,3.38,1.38,2.6,0.41,105.MSFT
2020-09-25,191.45,195.72,196.94,190.44,29437312,6078211840.0,3.4,2.42,4.63,0.39,105.MSFT
2020-09-28,198.78,197.34,200.47,195.96,32004936,6708169984.0,2.3,0.83,1.62,0.42,105.MSFT
2020-09-29,197.25,195.16,197.97,194.71,24464472,5091328256.0,1.65,-1.1,-2.18,0.32,105.MSFT
2020-09-30,195.63,198.23,199.88,194.44,33829088,7107958016.0,2.79,1.57,3.07,0.45,105.MSFT
2020-10-01,201.39,200.36,201.89,199.22,27158418,5771560448.0,1.35,1.07,2.13,0.36,105.MSFT
2020-10-02,195.9,194.09,198.89,193.44,33154781,6887419648.0,2.72,-3.13,-6.27,0.44,105.MSFT
2020-10-05,195.12,198.28,198.31,194.88,21331561,4461809408.0,1.77,2.16,4.19,0.28,105.MSFT
2020-10-06,196.72,193.81,198.08,192.72,28554261,5924633600.0,2.7,-2.25,-4.47,0.38,105.MSFT
2020-10-07,194.96,197.73,198.01,194.62,25681054,5362928128.0,1.75,2.02,3.92,0.34,105.MSFT
2020-10-08,198.41,198.48,199.09,196.22,19925837,4186507712.0,1.45,0.38,0.75,0.26,105.MSFT
2020-10-09,199.13,203.71,203.76,199.13,26458047,5672603392.0,2.33,2.64,5.23,0.35,105.MSFT
2020-10-12,206.69,209.3,211.76,204.71,40461368,8947476224.0,3.46,2.74,5.59,0.54,105.MSFT
2020-10-13,210.62,210.76,213.11,208.33,28950843,6459230720.0,2.28,0.7,1.46,0.38,105.MSFT
2020-10-14,210.9,208.76,212.12,207.03,23451713,5192195072.0,2.42,-0.95,-2.0,0.31,105.MSFT
2020-10-15,205.0,207.56,208.26,203.91,22733064,4968650496.0,2.08,-0.57,-1.2,0.3,105.MSFT
2020-10-16,208.05,207.56,210.19,207.22,26057882,5745378304.0,1.43,0.0,0.0,0.34,105.MSFT
2020-10-19,208.32,202.12,210.2,201.62,27625841,5987648768.0,4.13,-2.62,-5.44,0.37,105.MSFT
2020-10-20,203.7,202.55,205.27,200.99,22753511,4899757056.0,2.12,0.21,0.43,0.3,105.MSFT
2020-10-21,201.02,202.7,204.82,201.02,22724906,4890006272.0,1.88,0.07,0.15,0.3,105.MSFT
2020-10-22,201.83,202.79,203.96,199.6,22351450,4785234432.0,2.15,0.04,0.09,0.3,105.MSFT
2020-10-23,202.93,204.13,204.18,201.06,18879608,4062032496.0,1.54,0.66,1.34,0.25,105.MSFT
2020-10-26,201.75,197.98,204.24,196.0,37111561,7828647424.0,4.04,-3.01,-6.15,0.49,105.MSFT
2020-10-27,199.49,201.15,202.57,198.23,36700325,7817090816.0,2.19,1.6,3.17,0.49,105.MSFT
2020-10-28,195.57,190.58,196.74,190.0,51195593,10488238848.0,3.35,-5.25,-10.57,0.68,105.MSFT
2020-10-29,191.97,192.62,195.26,191.27,31432563,6448940288.0,2.09,1.07,2.04,0.42,105.MSFT
2020-10-30,191.4,190.37,192.19,187.52,36980111,7450300928.0,2.42,-1.17,-2.25,0.49,105.MSFT
2020-11-02,192.19,190.23,193.18,188.02,30842163,6241297920.0,2.71,-0.07,-0.14,0.41,105.MSFT
2020-11-03,191.79,194.33,196.02,191.02,27512030,5681827840.0,2.63,2.16,4.1,0.36,105.MSFT
2020-11-04,201.92,204.29,206.22,200.32,42311777,9146479360.0,3.04,5.13,9.96,0.56,105.MSFT
2020-11-05,209.94,211.19,212.02,209.05,36080137,8043894784.0,1.45,3.38,6.9,0.48,105.MSFT
2020-11-06,210.16,211.62,212.26,205.93,25231895,5606808832.0,3.0,0.2,0.43,0.33,105.MSFT
2020-11-09,212.34,206.29,216.02,205.78,44394950,9898546432.0,4.84,-2.52,-5.33,0.59,105.MSFT
2020-11-10,202.4,198.91,204.4,197.62,44045120,9326930944.0,3.29,-3.58,-7.38,0.58,105.MSFT
2020-11-11,200.29,204.45,205.94,200.1,29440788,6362790144.0,2.94,2.79,5.54,0.39,105.MSFT
2020-11-12,205.11,203.34,207.01,202.36,21616115,4680626176.0,2.27,-0.54,-1.11,0.29,105.MSFT
2020-11-13,204.26,204.41,205.32,202.06,18630307,4024287488.0,1.6,0.53,1.07,0.25,105.MSFT
2020-11-16,202.77,205.13,205.64,202.42,24953344,5401309696.0,1.58,0.35,0.72,0.33,105.MSFT
2020-11-17,204.0,202.36,205.58,201.98,24154112,5202177792.0,1.75,-1.35,-2.77,0.32,105.MSFT
2020-11-18,202.11,199.54,203.63,199.39,28372789,6028059392.0,2.1,-1.39,-2.82,0.38,105.MSFT
2020-11-19,199.84,200.88,201.49,198.39,24792746,5249311488.0,1.55,0.67,1.34,0.33,105.MSFT
2020-11-20,200.66,198.85,201.75,198.46,22843119,4834200576.0,1.64,-1.01,-2.03,0.3,105.MSFT
2020-11-23,199.41,198.57,200.75,196.62,25683507,5391906048.0,2.08,-0.14,-0.28,0.34,105.MSFT
2020-11-24,198.05,202.32,202.71,197.32,33979731,7212536064.0,2.71,1.89,3.75,0.45,105.MSFT
2020-11-25,203.57,202.33,203.75,200.92,21012887,4492732416.0,1.4,0.0,0.01,0.28,105.MSFT
2020-11-27,203.31,203.69,204.73,202.5,14512213,3124278368.0,1.1,0.67,1.36,0.19,105.MSFT
2020-11-30,202.56,202.53,203.22,199.3,33064753,7042717696.0,1.92,-0.57,-1.16,0.44,105.MSFT
2020-12-01,202.97,204.67,205.78,201.81,30931318,6658581760.0,1.96,1.06,2.14,0.41,105.MSFT
2020-12-02,203.34,203.83,203.93,201.26,23724509,5088174592.0,1.3,-0.41,-0.84,0.31,105.MSFT
2020-12-03,203.07,202.7,204.84,202.11,25120922,5393148672.0,1.34,-0.55,-1.13,0.33,105.MSFT
2020-12-04,202.68,202.82,203.84,201.64,24666039,5282693376.0,1.09,0.06,0.12,0.33,105.MSFT
2020-12-07,202.83,202.75,204.0,201.45,24619997,5270170112.0,1.26,-0.03,-0.07,0.33,105.MSFT
2020-12-08,202.43,204.47,205.41,201.35,23284094,5015879168.0,2.0,0.85,1.72,0.31,105.MSFT
2020-12-09,203.62,200.26,203.69,199.67,32440603,6908611840.0,1.97,-2.06,-4.21,0.43,105.MSFT
2020-12-10,200.23,198.98,201.54,198.82,26467017,5594418432.0,1.36,-0.64,-1.28,0.35,105.MSFT
2020-12-11,198.51,201.72,201.78,197.57,30979440,6560880896.0,2.12,1.38,2.74,0.41,105.MSFT
2020-12-14,201.56,202.66,204.67,201.34,28798379,6182615808.0,1.65,0.47,0.94,0.38,105.MSFT
