日期,开盘,收盘,最高,最低,成交量,成交额,振幅,涨跌幅,涨跌额,换手率,股票代码
2020-01-23,73.578,73.435,73.875,73.216,1332562,1980238656.0,0.9,0.04,0.026,0.44,105.GOOGL
2020-01-24,73.841,72.509,73.91,72.359,1489280,2195266816.0,2.11,-1.26,-0.926,0.5,105.GOOGL
2020-01-27,70.777,70.787,71.029,70.175,1706566,2440172944.0,1.18,-2.37,-1.722,0.57,105.GOOGL
2020-01-28,71.287,71.725,71.94,70.718,1486586,2150424656.0,1.73,1.33,0.938,0.5,105.GOOGL
2020-01-29,72.123,72.035,72.407,71.47,1081964,1576255312.0,1.31,0.43,0.31,0.36,105.GOOGL
2020-01-30,71.105,71.913,71.963,70.95,1355472,1958351632.0,1.41,-0.17,-0.122,0.45,105.GOOGL
2020-01-31,72.593,70.839,72.684,70.553,2191075,3151371856.0,2.96,-1.49,-1.074,0.73,105.GOOGL
2020-02-03,72.283,73.33,73.515,72.031,3608760,5318878208.0,2.09,3.52,2.491,1.2,105.GOOGL
2020-02-04,71.925,71.471,72.567,70.302,4793967,6886224384.0,3.09,-2.54,-1.859,1.6,105.GOOGL
2020-02-05,72.381,71.503,72.429,70.684,1818793,2624597808.0,2.44,0.04,0.032,0.61,105.GOOGL
2020-02-06,71.799,72.999,73.278,71.724,1891079,2780091904.0,2.17,2.09,1.496,0.63,105.GOOGL
2020-02-07,72.57,73.156,73.463,72.471,1418049,2093699840.0,1.36,0.22,0.157,0.47,105.GOOGL
2020-02-10,73.062,74.633,74.644,72.96,1915072,2873570592.0,2.3,2.02,1.477,0.64,105.GOOGL
2020-02-11,74.864,74.703,75.694,74.473,1742647,2643341808.0,1.64,0.09,0.07,0.58,105.GOOGL
2020-02-12,74.993,75.132,75.215,74.634,1552136,2353726704.0,0.78,0.57,0.429,0.52,105.GOOGL
2020-02-13,74.7,74.87,75.498,74.4,1145658,1734794144.0,1.46,-0.35,-0.262,0.38,105.GOOGL
2020-02-14,74.927,75.137,75.203,74.478,1159857,1758156624.0,0.97,0.36,0.267,0.39,105.GOOGL
2020-02-18,74.917,75.172,75.728,74.751,1284011,1951854512.0,1.3,0.05,0.035,0.43,105.GOOGL
2020-02-19,75.56,75.444,75.737,75.249,1137338,1735826320.0,0.65,0.36,0.272,0.38,105.GOOGL
2020-02-20,75.151,75.05,75.554,74.413,1298386,1968135552.0,1.51,-0.52,-0.394,0.43,105.GOOGL
2020-02-21,74.429,73.373,74.748,73.125,2126843,3169219648.0,2.16,-2.23,-1.677,0.71,105.GOOGL
2020-02-24,70.353,70.193,71.019,69.54,2478039,3526721248.0,2.02,-4.33,-3.18,0.83,105.GOOGL
2020-02-25,70.75,68.516,71.043,68.221,2578966,3621201376.0,4.02,-2.39,-1.677,0.86,105.GOOGL
2020-02-26,68.949,68.724,69.884,68.028,2490178,3475990784.0,2.71,0.3,0.208,0.83,105.GOOGL
2020-02-27,67.157,64.948,67.67,64.912,3114476,4173775680.0,4.01,-5.49,-3.776,1.04,105.GOOGL
2020-02-28,62.916,66.163,66.323,62.611,4010900,5229124096.0,5.72,1.87,1.215,1.34,105.GOOGL
2020-03-02,66.77,68.516,68.574,65.46,2771463,3771876544.0,4.71,3.56,2.353,0.92,105.GOOGL
2020-03-03,69.084,66.086,69.61,65.662,2830112,3857441376.0,5.76,-3.55,-2.43,0.94,105.GOOGL
2020-03-04,67.148,68.28,68.339,66.05,2379856,3248125840.0,3.46,3.32,2.194,0.79,105.GOOGL
2020-03-05,66.478,64.938,66.882,64.282,2718982,3605730224.0,3.81,-4.89,-3.342,0.91,105.GOOGL
2020-03-06,62.698,63.987,64.338,62.061,3232315,4132426688.0,3.51,-1.46,-0.951,1.08,105.GOOGL
2020-03-09,59.448,59.99,61.837,59.102,3462578,4242106256.0,4.27,-6.25,-3.997,1.15,105.GOOGL
2020-03-10,61.92,62.959,62.993,59.926,2743566,3434113216.0,5.11,4.95,2.969,0.91,105.GOOGL
2020-03-11,61.614,59.745,62.047,58.757,2741694,3338244880.0,5.23,-5.1,-3.214,0.91,105.GOOGL
2020-03-12,55.331,54.778,58.638,54.624,4716293,5330658816.0,6.72,-8.31,-4.967,1.57,105.GOOGL
2020-03-13,57.95,59.914,59.92,54.815,3969973,4719370752.0,9.32,9.38,5.136,1.32,105.GOOGL
2020-03-16,53.681,52.85,56.474,52.554,4825981,5293383936.0,6.54,-11.79,-7.064,1.61,105.GOOGL
2020-03-17,53.732,55.103,55.5,51.655,4159686,4558209536.0,7.28,4.26,2.253,1.39,105.GOOGL
2020-03-18,52.197,53.76,54.45,51.05,4652238,4998711040.0,6.17,-2.44,-1.343,1.55,105.GOOGL
2020-03-19,53.611,54.784,56.831,51.978,3703248,4120806816.0,9.03,1.9,1.024,1.23,105.GOOGL
2020-03-20,55.745,52.611,56.124,52.305,4143897,4543420416.0,6.97,-3.97,-2.173,1.38,105.GOOGL
2020-03-23,52.019,51.907,52.546,49.644,4183629,4346822144.0,5.52,-1.34,-0.704,1.4,105.GOOGL
2020-03-24,54.399,55.701,55.867,53.522,3623435,4040980032.0,4.52,7.31,3.794,1.21,105.GOOGL
2020-03-25,55.429,54.281,56.509,53.351,4516162,5007013632.0,5.67,-2.55,-1.42,1.51,105.GOOGL
2020-03-26,54.936,57.346,57.774,53.802,3834422,4367502848.0,7.32,5.65,3.065,1.28,105.GOOGL
2020-03-27,55.574,54.713,56.753,54.4,3139661,3512680672.0,4.1,-4.59,-2.633,1.05,105.GOOGL
2020-03-30,55.832,56.516,56.75,54.125,2936827,3323287456.0,4.8,3.3,1.803,0.98,105.GOOGL
2020-03-31,56.637,57.298,57.87,56.036,3263971,3787140992.0,3.25,1.38,0.782,1.09,105.GOOGL
2020-04-01,55.4,54.305,55.671,53.875,2598519,2884354608.0,3.13,-5.22,-2.993,0.87,105.GOOGL
2020-04-02,54.2,55.052,55.339,53.857,2820534,3124803312.0,2.73,1.38,0.747,0.94,105.GOOGL
2020-04-03,54.936,53.835,55.14,52.954,2568694,2805165280.0,3.97,-2.21,-1.217,0.86,105.GOOGL
2020-04-06,55.85,58.36,58.738,55.45,3165991,3689709088.0,6.11,8.41,4.525,1.06,105.GOOGL
2020-04-07,60.051,58.328,60.239,58.063,3080955,3688588096.0,3.73,-0.05,-0.032,1.03,105.GOOGL
2020-04-08,59.355,59.55,59.945,58.398,2016713,2427983088.0,2.65,2.1,1.222,0.67,105.GOOGL
2020-04-09,60.109,59.529,60.3,58.821,2701423,3523474688.0,2.48,-0.04,-0.021,0.9,105.GOOGL
2020-04-13,59.275,59.721,59.926,58.317,1935128,2321921552.0,2.7,0.32,0.192,0.64,105.GOOGL
2020-04-14,61.199,62.462,62.988,60.627,3167862,3979355616.0,3.95,4.59,2.741,1.06,105.GOOGL
2020-04-15,61.526,62.065,62.956,60.9,2111842,2648815744.0,3.29,-0.64,-0.397,0.7,105.GOOGL
2020-04-16,62.557,62.072,62.868,61.11,2894757,3631025760.0,2.83,0.01,0.007,0.96,105.GOOGL
2020-04-17,63.285,63.15,63.7,62.5,2552824,3260344176.0,1.93,1.74,1.078,0.85,105.GOOGL
2020-04-20,62.695,62.258,63.041,62.022,1764608,2232307968.0,1.61,-1.41,-0.892,0.59,105.GOOGL
2020-04-21,61.336,59.808,61.7,59.45,2482404,3027819424.0,3.61,-3.94,-2.45,0.83,105.GOOGL
2020-04-22,61.256,62.121,63.194,61.06,2315792,2920053584.0,3.57,3.87,2.313,0.77,105.GOOGL
2020-04-23,62.487,62.759,63.608,62.227,1710122,2178789600.0,2.22,1.03,0.638,0.57,105.GOOGL
2020-04-24,61.95,63.03,63.086,61.4,1872004,2360976544.0,2.69,0.43,0.271,0.62,105.GOOGL
2020-04-27,63.8,62.743,63.905,62.453,2209333,2815956352.0,2.3,-0.46,-0.287,0.74,105.GOOGL
2020-04-28,63.36,60.83,63.438,60.719,4035007,5034325760.0,4.33,-3.05,-1.913,1.34,105.GOOGL
2020-04-29,66.45,66.309,67.208,65.537,5417888,7274228992.0,2.75,9.01,5.479,1.81,105.GOOGL
2020-04-30,65.768,66.535,66.7,65.275,2792124,3734806368.0,2.15,0.34,0.226,0.93,105.GOOGL
2020-05-01,65.405,65.066,66.772,64.683,2443554,3234077008.0,3.14,-2.21,-1.469,0.81,105.GOOGL
2020-05-04,64.607,65.345,65.424,64.001,1540347,2022965840.0,2.19,0.43,0.279,0.51,105.GOOGL
2020-05-05,66.075,66.651,67.751,65.952,1983318,2689519120.0,2.75,2.0,1.306,0.66,105.GOOGL
2020-05-06,67.1,66.472,67.635,66.457,1586629,2152590736.0,1.77,-0.27,-0.179,0.53,105.GOOGL
2020-05-07,67.266,67.664,68.0,66.827,1535819,2098044928.0,1.76,1.79,1.192,0.51,105.GOOGL
2020-05-08,68.291,68.417,69.032,67.801,1666487,2310098704.0,1.82,1.11,0.753,0.56,105.GOOGL
2020-05-11,68.04,69.38,69.977,67.975,1635856,2287054992.0,2.93,1.41,0.963,0.55,105.GOOGL
2020-05-12,69.611,67.959,69.917,67.926,1695874,2361019984.0,2.87,-2.05,-1.421,0.57,105.GOOGL
2020-05-13,68.008,66.617,68.467,65.601,2018404,2730470688.0,4.22,-1.97,-1.342,0.67,105.GOOGL
2020-05-14,65.876,67.043,67.069,65.365,1833017,2464334816.0,2.56,0.64,0.426,0.61,105.GOOGL
2020-05-15,66.613,67.853,67.929,66.15,2077199,2830343488.0,2.65,1.21,0.81,0.69,105.GOOGL
2020-05-18,67.279,68.459,68.838,66.91,2356449,3250953136.0,2.84,0.89,0.606,0.79,105.GOOGL
2020-05-19,68.474,67.92,68.825,67.888,1579250,2185639696.0,1.37,-0.79,-0.539,0.53,105.GOOGL
2020-05-20,68.658,69.658,69.802,68.571,1913133,2687580048.0,1.81,2.56,1.738,0.64,105.GOOGL
2020-05-21,69.75,69.538,70.023,68.92,1544976,2172444096.0,1.58,-0.17,-0.12,0.51,105.GOOGL
2020-05-22,69.395,69.862,70.05,68.998,1427206,2010553888.0,1.51,0.47,0.324,0.48,105.GOOGL
2020-05-26,71.298,70.269,71.456,70.17,2229488,3192021264.0,1.84,0.58,0.407,0.74,105.GOOGL
2020-05-27,70.2,70.214,70.468,68.93,1584185,2239782576.0,2.19,-0.08,-0.055,0.53,105.GOOGL
2020-05-28,69.2,70.112,71.423,69.154,1759787,2507563200.0,3.23,-0.15,-0.102,0.59,105.GOOGL
2020-05-29,70.222,70.876,71.037,69.999,1852522,2646999616.0,1.48,1.09,0.764,0.62,105.GOOGL
2020-06-01,70.485,70.944,71.279,70.314,1259254,1805132144.0,1.36,0.1,0.068,0.42,105.GOOGL
2020-06-02,70.95,71.316,71.35,70.281,1172069,1681556640.0,1.51,0.52,0.372,0.39,105.GOOGL
2020-06-03,71.335,71.163,71.651,70.781,1386640,1995221344.0,1.22,-0.21,-0.153,0.46,105.GOOGL
2020-06-04,71.039,69.915,71.266,69.501,1349105,1916380064.0,2.48,-1.75,-1.248,0.45,105.GOOGL
2020-06-05,69.982,71.201,71.515,69.581,2132350,3061503680.0,2.77,1.84,1.286,0.71,105.GOOGL
2020-06-08,70.514,71.602,71.65,70.424,1693881,2441095216.0,1.72,0.56,0.401,0.56,105.GOOGL
2020-06-09,71.462,71.804,72.59,71.318,1681155,2447002880.0,1.78,0.28,0.202,0.56,105.GOOGL
2020-06-10,72.276,72.435,72.839,71.918,1588116,2325159408.0,1.28,0.88,0.631,0.53,105.GOOGL
2020-06-11,71.252,69.295,71.78,69.121,2357243,3349006976.0,3.67,-4.33,-3.14,0.79,105.GOOGL
2020-06-12,70.493,69.846,70.926,68.49,1833756,2588670560.0,3.52,0.8,0.551,0.61,105.GOOGL
2020-06-15,68.675,70.237,70.45,68.56,1527652,2155536352.0,2.71,0.56,0.391,0.51,105.GOOGL
2020-06-16,71.65,71.524,72.059,70.65,1534826,2219077408.0,2.01,1.83,1.287,0.51,105.GOOGL
2020-06-17,71.847,71.827,72.31,70.957,1530500,2220394288.0,1.89,0.42,0.303,0.51,105.GOOGL
2020-06-18,71.693,70.906,71.849,70.512,1743071,2503287584.0,1.86,-1.28,-0.921,0.58,105.GOOGL
2020-06-19,71.2,70.432,71.425,70.15,2639167,3775828320.0,1.8,-0.67,-0.474,0.88,105.GOOGL
2020-06-22,70.451,71.733,71.748,70.16,1472072,2122727072.0,2.25,1.85,1.301,0.49,105.GOOGL
2020-06-23,71.8,72.399,72.96,71.45,1887583,2760781824.0,2.11,0.93,0.666,0.63,105.GOOGL
2020-06-24,72.364,70.835,72.99,70.7,1579579,2280066848.0,3.16,-2.16,-1.564,0.53,105.GOOGL
2020-06-25,70.761,71.255,71.316,70.177,1197907,1717926528.0,1.61,0.59,0.42,0.4,105.GOOGL
2020-06-26,70.832,67.327,71.051,66.95,4882014,6749564928.0,5.76,-5.51,-3.928,1.63,105.GOOGL
2020-06-29,67.217,69.059,69.1,66.783,2253678,3112321616.0,3.44,2.57,1.732,0.75,105.GOOGL
2020-06-30,69.044,70.103,70.4,68.547,2014320,2838220912.0,2.68,1.51,1.044,0.67,105.GOOGL
2020-07-01,70.159,71.3,71.624,69.909,2109124,3030837680.0,2.45,1.71,1.197,0.7,105.GOOGL
2020-07-02,71.792,72.697,73.626,71.754,2860915,4206963024.0,2.63,1.96,1.397,0.95,105.GOOGL
2020-07-06,73.608,74.183,74.7,73.049,2235630,3344543248.0,2.27,2.04,1.486,0.74,105.GOOGL
2020-07-07,74.007,73.696,75.266,73.685,2118194,3188253520.0,2.13,-0.66,-0.487,0.71,105.GOOGL
2020-07-08,74.24,74.38,74.759,73.815,1588292,2386299392.0,1.28,0.93,0.684,0.53,105.GOOGL
2020-07-09,74.697,75.133,75.657,73.98,2091833,3169545648.0,2.25,1.01,0.753,0.7,105.GOOGL
2020-07-10,74.863,76.151,76.267,74.236,1796063,2740420960.0,2.7,1.35,1.018,0.6,105.GOOGL
2020-07-13,76.697,74.812,78.018,74.528,2147728,3313533952.0,4.58,-1.76,-1.339,0.72,105.GOOGL
2020-07-14,73.84,75.243,75.34,73.497,1905400,2871492640.0,2.46,0.58,0.431,0.63,105.GOOGL
2020-07-15,75.362,75.044,76.017,74.092,1551325,2350972304.0,2.56,-0.26,-0.199,0.52,105.GOOGL
2020-07-16,74.275,74.946,74.996,73.614,1324227,1993014320.0,1.84,-0.13,-0.098,0.44,105.GOOGL
2020-07-17,75.046,75.043,75.372,74.105,1713231,2591973648.0,1.69,0.13,0.097,0.57,105.GOOGL
2020-07-20,74.95,77.392,77.651,74.335,1508277,2340647536.0,4.42,3.13,2.349,0.5,105.GOOGL
2020-07-21,78.452,76.996,78.553,76.831,1377718,2157425680.0,2.23,-0.51,-0.396,0.46,105.GOOGL
2020-07-22,76.986,77.443,77.549,76.362,1224100,1907145760.0,1.54,0.58,0.447,0.41,105.GOOGL
2020-07-23,77.497,75.038,77.718,74.63,1695498,2591157136.0,3.99,-3.11,-2.405,0.56,105.GOOGL
2020-07-24,74.16,74.611,74.972,73.58,1495381,2245828880.0,1.86,-0.57,-0.427,0.5,105.GOOGL
2020-07-27,74.863,75.672,76.078,74.817,1356185,2071803904.0,1.69,1.42,1.061,0.45,105.GOOGL
2020-07-28,75.45,74.383,75.501,74.226,1545534,2337799680.0,1.68,-1.7,-1.289,0.51,105.GOOGL
2020-07-29,74.45,75.376,75.867,74.351,1133773,1723256704.0,2.04,1.33,0.993,0.38,105.GOOGL
2020-07-30,74.099,76.119,76.245,73.959,1802121,2743049712.0,3.03,0.99,0.743,0.6,105.GOOGL
2020-07-31,74.053,73.598,74.451,71.9,4576382,6748869120.0,3.35,-3.31,-2.521,1.52,105.GOOGL
2020-08-03,73.75,73.338,74.087,72.786,2276085,3371141504.0,1.77,-0.35,-0.26,0.76,105.GOOGL
2020-08-04,73.536,72.865,73.856,72.402,1860609,2746634624.0,1.98,-0.64,-0.473,0.62,105.GOOGL
2020-08-05,73.041,73.155,73.7,72.761,1457518,2158322704.0,1.29,0.4,0.29,0.49,105.GOOGL
2020-08-06,73.008,74.448,74.514,72.795,1665261,2490223312.0,2.35,1.77,1.293,0.55,105.GOOGL
2020-08-07,74.652,74.119,75.205,73.514,1386294,2081056704.0,2.27,-0.44,-0.329,0.46,105.GOOGL
2020-08-10,73.74,74.041,74.558,73.075,1027329,1533986032.0,2.0,-0.11,-0.078,0.34,105.GOOGL
2020-08-11,73.9,73.227,74.722,73.11,1554853,2319028128.0,2.18,-1.1,-0.814,0.52,105.GOOGL
2020-08-12,73.556,74.562,74.784,73.45,1126560,1695801200.0,1.82,1.82,1.335,0.37,105.GOOGL
2020-08-13,74.611,75.033,76.049,74.611,1119711,1704459360.0,1.93,0.63,0.471,0.37,105.GOOGL
2020-08-14,74.881,74.432,75.19,74.15,1097059,1653239184.0,1.39,-0.8,-0.601,0.37,105.GOOGL
2020-08-17,74.999,75.012,75.389,74.45,999934,1516596848.0,1.26,0.78,0.58,0.33,105.GOOGL
2020-08-18,75.506,76.989,77.069,75.284,1418850,2191159472.0,2.38,2.64,1.977,0.47,105.GOOGL
2020-08-19,76.825,76.431,77.643,76.2,1523592,2366268448.0,1.87,-0.72,-0.558,0.51,105.GOOGL
2020-08-20,76.199,78.013,78.209,75.923,1319131,2065291248.0,2.99,2.07,1.582,0.44,105.GOOGL
2020-08-21,77.79,77.979,78.794,77.316,1742275,2748557152.0,1.89,-0.04,-0.034,0.58,105.GOOGL
2020-08-24,78.824,78.458,79.639,77.952,1281893,2034316480.0,2.16,0.61,0.479,0.43,105.GOOGL
2020-08-25,78.205,79.493,79.644,78.094,1257463,2012455184.0,1.98,1.32,1.035,0.42,105.GOOGL
2020-08-26,79.515,81.407,81.84,79.249,2609363,4260832704.0,3.26,2.41,1.914,0.87,105.GOOGL
2020-08-27,81.531,80.626,81.6,80.141,1567503,2559349920.0,1.79,-0.96,-0.781,0.52,105.GOOGL
2020-08-28,80.674,81.172,81.268,80.481,1121195,1834502720.0,0.98,0.68,0.546,0.37,105.GOOGL
2020-08-31,81.379,80.677,81.425,80.467,1321097,2156524208.0,1.18,-0.61,-0.495,0.44,105.GOOGL
2020-09-01,80.808,81.954,82.161,80.677,1133766,1866686736.0,1.84,1.58,1.277,0.38,105.GOOGL
2020-09-02,82.601,85.07,85.505,82.21,2476072,4193839520.0,4.02,3.8,3.116,0.82,105.GOOGL
2020-09-03,84.176,80.676,84.2,79.586,3186287,5230134528.0,5.42,-5.17,-4.394,1.06,105.GOOGL
2020-09-04,79.65,78.261,80.95,76.099,2792533,4406108672.0,6.01,-2.99,-2.415,0.93,105.GOOGL
2020-09-08,75.45,75.38,76.978,75.025,2701586,4136623328.0,2.5,-3.68,-2.881,0.9,105.GOOGL
2020-09-09,76.645,76.562,77.136,75.459,1962078,3033596752.0,2.22,1.57,1.182,0.65,105.GOOGL
2020-09-10,76.709,75.503,77.883,75.2,1651194,2545499648.0,3.5,-1.38,-1.059,0.55,105.GOOGL
2020-09-11,75.608,74.988,76.135,73.851,1535337,2330136896.0,3.03,-0.68,-0.515,0.51,105.GOOGL
2020-09-14,75.783,74.642,77.05,74.456,2133007,3252661424.0,3.46,-0.46,-0.346,0.71,105.GOOGL
2020-09-15,75.595,75.956,76.75,75.305,1152055,1770634896.0,1.94,1.76,1.314,0.38,105.GOOGL
2020-09-16,76.324,74.805,76.919,74.78,1107169,1690419264.0,2.82,-1.52,-1.151,0.37,105.GOOGL
2020-09-17,73.491,73.552,74.133,72.323,2000356,2965556880.0,2.42,-1.68,-1.253,0.67,105.GOOGL
2020-09-18,73.615,71.755,73.96,70.781,3152788,4600807936.0,4.32,-2.44,-1.797,1.05,105.GOOGL
2020-09-21,70.781,70.707,71.203,69.334,2845405,4047233248.0,2.6,-1.46,-1.048,0.95,105.GOOGL
2020-09-22,71.716,72.191,72.399,70.675,1697542,2460592320.0,2.44,2.1,1.484,0.56,105.GOOGL
2020-09-23,71.805,69.67,71.854,69.334,1886299,2684038768.0,3.49,-3.49,-2.521,0.63,105.GOOGL
2020-09-24,69.334,70.343,71.1,69.308,1727611,2458795136.0,2.57,0.97,0.673,0.57,105.GOOGL
2020-09-25,70.453,71.153,71.497,69.584,1516677,2171982432.0,2.72,1.15,0.81,0.5,105.GOOGL
2020-09-28,72.8,72.133,72.85,71.514,1539236,2245873840.0,1.88,1.38,0.98,0.51,105.GOOGL
2020-09-29,72.396,72.501,72.8,71.9,1591112,2329255536.0,1.25,0.51,0.368,0.53,105.GOOGL
2020-09-30,72.247,72.48,73.51,71.988,2046170,3007901040.0,2.1,-0.03,-0.021,0.68,105.GOOGL
2020-10-01,73.383,73.595,73.954,73.04,1644221,2443415296.0,1.26,1.54,1.115,0.55,105.GOOGL
2020-10-02,72.182,71.98,73.152,71.568,1561132,2279904208.0,2.15,-2.19,-1.615,0.52,105.GOOGL
2020-10-05,72.333,73.342,73.435,72.205,1080058,1593911280.0,1.71,1.89,1.362,0.36,105.GOOGL
2020-10-06,72.975,71.751,73.426,71.451,1304752,1907734688.0,2.69,-2.17,-1.591,0.43,105.GOOGL
2020-10-07,72.166,72.157,72.649,70.862,1805448,2621448880.0,2.49,0.57,0.406,0.6,105.GOOGL
2020-10-08,72.473,73.372,73.602,72.473,1303802,1929609328.0,1.56,1.68,1.215,0.43,105.GOOGL
2020-10-09,73.843,74.723,74.793,73.55,1648340,2477840112.0,1.69,1.84,1.351,0.55,105.GOOGL
2020-10-12,76.1,77.43,78.621,75.665,2767164,4320940288.0,3.96,3.62,2.707,0.92,105.GOOGL
2020-10-13,78.051,77.554,78.458,77.132,1953609,3070848080.0,1.71,0.16,0.124,0.65,105.GOOGL
2020-10-14,77.93,77.372,78.393,76.495,1659228,2601770688.0,2.45,-0.23,-0.182,0.55,105.GOOGL
2020-10-15,76.425,76.974,77.77,76.257,1561485,2431590016.0,1.96,-0.51,-0.398,0.52,105.GOOGL
2020-10-16,77.292,77.585,78.086,77.083,1710325,2685302576.0,1.3,0.79,0.611,0.57,105.GOOGL
2020-10-19,77.997,75.698,78.397,75.346,1486652,2297462464.0,3.93,-2.43,-1.887,0.49,105.GOOGL
2020-10-20,75.356,76.754,77.892,75.225,2085915,3234566544.0,3.52,1.4,1.056,0.69,105.GOOGL
2020-10-21,77.693,78.5,79.957,77.557,3016053,4806755840.0,3.13,2.27,1.746,1.0,105.GOOGL
2020-10-22,78.45,79.533,79.871,78.074,1525773,2441827616.0,2.29,1.32,1.033,0.51,105.GOOGL
2020-10-23,79.953,80.849,80.906,79.796,1527402,2482299504.0,1.4,1.65,1.316,0.51,105.GOOGL
2020-10-26,79.95,78.415,80.679,77.589,1791317,2850613696.0,3.82,-3.01,-2.434,0.6,105.GOOGL
2020-10-27,78.647,79.144,79.3,78.05,1295138,2062361968.0,1.59,0.93,0.729,0.43,105.GOOGL
2020-10-28,76.701,74.74,76.891,74.624,2258675,3440434208.0,2.86,-5.56,-4.404,0.75,105.GOOGL
2020-10-29,75.051,77.044,78.637,75.028,2770343,4323243520.0,4.83,3.08,2.304,0.92,105.GOOGL
2020-10-30,82.572,80.006,83.266,79.279,4996197,8147920384.0,5.17,3.84,2.962,1.66,105.GOOGL
2020-11-02,80.377,80.416,82.112,79.912,2211449,3615895984.0,2.75,0.51,0.41,0.74,105.GOOGL
2020-11-03,80.738,81.483,82.15,79.806,1571641,2588140848.0,2.91,1.33,1.067,0.52,105.GOOGL
2020-11-04,84.479,86.493,87.702,84.35,3567149,6217613312.0,4.11,6.15,5.01,1.19,105.GOOGL
2020-11-05,87.723,87.325,88.791,86.252,1987907,3511089024.0,2.94,0.96,0.832,0.66,105.GOOGL
2020-11-06,86.767,87.187,87.625,86.034,1431084,2510986384.0,1.82,-0.16,-0.138,0.48,105.GOOGL
2020-11-09,88.999,87.271,90.045,87.078,2672024,4757346560.0,3.4,0.1,0.084,0.89,105.GOOGL
2020-11-10,85.689,86.086,87.169,85.006,2151058,3737133280.0,2.48,-1.36,-1.185,0.72,105.GOOGL
2020-11-11,86.62,86.562,87.345,86.353,1591906,2786405904.0,1.15,0.55,0.476,0.53,105.GOOGL
2020-11-12,86.3,86.341,87.449,86.099,1324363,2312986288.0,1.56,-0.26,-0.221,0.44,105.GOOGL
2020-11-13,86.6,87.813,88.057,85.999,1487877,2622780144.0,2.38,1.7,1.472,0.49,105.GOOGL
2020-11-16,87.407,87.902,88.917,87.267,1273393,2262110848.0,1.88,0.1,0.089,0.42,105.GOOGL
2020-11-17,87.593,87.283,88.057,87.175,1066034,1881835360.0,1.0,-0.7,-0.619,0.35,105.GOOGL
2020-11-18,87.032,86.232,87.45,86.129,1005377,1757175888.0,1.51,-1.2,-1.051,0.33,105.GOOGL
2020-11-19,85.862,87.129,87.375,85.701,1005340,1759884352.0,1.94,1.04,0.897,0.33,105.GOOGL
2020-11-20,87.3,86.019,87.618,85.95,1385322,2423120032.0,1.91,-1.27,-1.11,0.46,105.GOOGL
2020-11-23,86.211,85.578,86.5,84.709,1127618,1946661568.0,2.08,-0.51,-0.441,0.38,105.GOOGL
2020-11-24,85.575,87.395,87.524,85.237,1400306,2453844480.0,2.67,2.12,1.817,0.47,105.GOOGL
2020-11-25,87.591,87.407,87.719,86.618,979957,1727652528.0,1.26,0.01,0.012,0.33,105.GOOGL
2020-11-27,87.427,88.551,89.051,87.427,739507,1318973424.0,1.86,1.31,1.144,0.25,105.GOOGL
2020-11-30,87.983,86.92,88.217,86.592,1620887,2846486224.0,1.84,-1.84,-1.631,0.54,105.GOOGL
2020-12-01,87.533,88.968,90.286,87.352,1868134,3351226272.0,3.38,2.36,2.048,0.62,105.GOOGL
2020-12-02,88.968,90.449,90.837,88.459,1471235,2674497984.0,2.67,1.66,1.481,0.49,105.GOOGL
2020-12-03,90.227,90.292,91.392,90.05,1236366,2258513600.0,1.48,-0.17,-0.157,0.41,105.GOOGL
2020-12-04,90.211,90.388,90.675,89.88,1027242,1872512960.0,0.88,0.11,0.096,0.34,105.GOOGL
2020-12-07,89.978,90.052,90.665,89.352,1114391,2023541584.0,1.45,-0.37,-0.336,0.37,105.GOOGL
2020-12-08,89.626,89.767,89.999,88.764,996768,1801940144.0,1.37,-0.32,-0.285,0.33,105.GOOGL
2020-12-09,89.718,88.093,90.619,87.3,1586426,2834234480.0,3.7,-1.86,-1.674,0.53,105.GOOGL
2020-12-10,87.33,87.583,87.95,85.877,1434416,2527825488.0,2.35,-0.58,-0.51,0.48,105.GOOGL
2020-12-11,87.2,87.94,88.066,86.837,931431,1646308288.0,1.4,0.41,0.357,0.31,105.GOOGL
2020-12-14,87.736,86.813,88.69,86.657,1652471,2913613376.0,2.31,-1.28,-1.127,0.55,105.GOOGL
2020-12-15,87.193,87.254,87.4,86.284,1068292,1876073104.0,1.29,0.51,0.441,0.36,105.GOOGL
2020-12-16,87.656,87.06,87.656,86.653,1233836,2167695216.0,1.15,-0.22,-0.194,0.41,105.GOOGL
2020-12-17,87.397,86.226,87.536,85.758,1744005,3043243504.0,2.04,-0.96,-0.834,0.58,105.GOOGL
2020-12-18,86.509,85.511,86.618,84.95,4262837,7364868096.0,1.93,-0.83,-0.715,1.42,105.GOOGL
2020-12-21,84.657,85.928,86.05,83.9,1698707,2925631184.0,2.51,0.49,0.417,0.57,105.GOOGL
2020-12-22,85.667,85.211,85.831,84.489,1018829,1752223488.0,1.56,-0.83,-0.717,0.34,105.GOOGL
2020-12-23,85.397,85.612,86.406,85.26,1148684,1987224064.0,1.34,0.47,0.401,0.38,105.GOOGL
2020-12-24,85.65,85.908,86.321,85.418,465638,806298928.0,1.05,0.35,0.296,0.15,105.GOOGL
2020-12-28,86.446,87.898,88.55,86.291,1382537,2449736048.0,2.63,2.32,1.99,0.46,105.GOOGL
2020-12-29,88.562,87.088,88.624,86.956,986287,1740308192.0,1.9,-0.92,-0.81,0.33,105.GOOGL
